RowID,Model,Caption Notes,annotator,video_path,Prompt,Question,Answer,Categorization-1,Categorization-2
73,Cogvid,,wxy,./CogVideo/71.mp4,Generate a lighthouse and a flying seagull in the sky,Has the cat's head moved significantly over time?,"No, it remains mostly static, observing the dogs outside.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
73,Cogvid,,wxy,./CogVideo/71.mp4,Generate a lighthouse and a flying seagull in the sky,What abnormalities are present in the video?,"Initially, one dog is playing outside, then it inexplicably splits into two, creating an inconsistency.",Physics,Spatial-temporal Consistency - Temporal Dynamics
74,Cogvid,,wxy,./CogVideo/72.mp4,Generate an alligator driving a car,How many individuals are in the video?,"Two, a man and a woman.",Alignment,Alignment - Entity Counting
74,Cogvid,,wxy,./CogVideo/72.mp4,Generate an alligator driving a car,How many horses are in the video?,"Two, one ridden by a man and another ridden by a woman.",Alignment,Alignment - Entity Counting
74,Cogvid,,wxy,./CogVideo/72.mp4,Generate an alligator driving a car,How is the man riding the horse?,Riding side-saddle,Alignment,Alignment - Entity Properties
74,Cogvid,,wxy,./CogVideo/72.mp4,Generate an alligator driving a car,In which direction are the horses moving?,"To the left, perpendicular to the direction their heads are facing, defying common sense.",Common sense reasoning,Physics - Motion
74,Cogvid,,wxy,./CogVideo/72.mp4,Generate an alligator driving a car,What is the direction of movement for both horses relative to their head orientation?,"To the left side of the horses, perpendicular to their head orientation, which is contrary to common expectations.",Common sense reasoning,Common Sense - Reasoning
74,Cogvid,,wxy,./CogVideo/72.mp4,Generate an alligator driving a car,Is there wind present?,"Yes, as indicated by the movement of the woman's hair.",Physics,Spatial-temporal Consistency - Temporal Dynamics
76,Cogvid,,wxy,./CogVideo/74.mp4,a man and a woman riding a horse,What does the coffee cup handle look like in the video?,"It consists of two interlocking rings, unlike a typical cup handle.",Common sense reasoning,Common Sense - Knowledge
76,Cogvid,,wxy,./CogVideo/74.mp4,a man and a woman riding a horse,What is happening with the man's facial expressions?,His lips and mouth are continuously moving.,Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
76,Cogvid,,wxy,./CogVideo/74.mp4,a man and a woman riding a horse,What abnormality occurs at the end of the video?,The man's finger is connected to the cup's handle.,Physics,Spatial-temporal Consistency - Temporal Dynamics
76,Cogvid,,wxy,./CogVideo/74.mp4,a man and a woman riding a horse,Is the man drinking coffee?,Cannot tell with the information provided.,Alignment,Common Sense - Reasoning
76,Cogvid,,wxy,./CogVideo/74.mp4,a man and a woman riding a horse,How many fingers are visible on the man in the video?,"Five, though some appear abnormal, either seeming cut off or fused with the cup handle.",Alignment,Alignment - Entity Counting
76,Cogvid,,wxy,./CogVideo/74.mp4,a man and a woman riding a horse,Where did the glass make contact with the man's face?,"Near his nose, rather than his lip, defying common sense.",Common sense reasoning,Common Sense - Reasoning
77,Cogvid,,wxy,./CogVideo/75.mp4,a man and a woman riding a horse,What is the man drinking?,"He's drinking a rich, deep red wine.",Alignment,Alignment - Entity Properties
77,Cogvid,,wxy,./CogVideo/75.mp4,a man and a woman riding a horse,Did the man drink the wine?,"No, the volume of the wine remained the same and it never touched his lips.",Physics,Spatial-temporal Consistency - Temporal Dynamics
77,Cogvid,,wxy,./CogVideo/75.mp4,a man and a woman riding a horse,Did the man actually drink the wine?,"No, the volume of the wine remained unchanged and it never touched his lips.",Physics,Spatial-temporal Consistency - Temporal Dynamics
77,Cogvid,,wxy,./CogVideo/75.mp4,a man and a woman riding a horse,Where did the glass make contact with the man's face?,"Near his nose, rather than his lip, defying common sense.",Common sense reasoning,Common Sense - Reasoning
77,Cogvid,,wxy,./CogVideo/75.mp4,a man and a woman riding a horse,Where did the glass touch the man's face when he was drinking wine?,"Near his nose, instead of his lip, indicating a violation of common sense.",Common sense reasoning,Spatial-temporal Consistency - Temporal Dynamics
77,Cogvid,,wxy,./CogVideo/75.mp4,a man and a woman riding a horse,How many fingers does the man in the video have?,Five.,Alignment,Alignment - Entity Counting
79,Cogvid,,wxy,./CogVideo/77.mp4,Generate a man drinking up a cup of wine,Is there a hand visible in the video?,"Yes, there's a human hand visible.",Alignment,Alignment - Entity Recognition and Classification
79,Cogvid,,wxy,./CogVideo/77.mp4,Generate a man drinking up a cup of wine,Is there a tap visible in the video?,"No, there is only a metal ring on the top of the glass; no tap is visible.",Alignment,Alignment - Entity Recognition and Classification
79,Cogvid,,wxy,./CogVideo/77.mp4,Generate a man drinking up a cup of wine,Does the water volume in the glasses change over time?,"No, the water level remains constant.",Physics,Spatial-temporal Consistency - Temporal Dynamics
79,Cogvid,,wxy,./CogVideo/77.mp4,Generate a man drinking up a cup of wine,Should the volume of the liquid change given the rapid increase in water surface observed in the video?,"No, the rapid flow from the tap causes the liquid surface to rise quickly, but the volume remains constant.",Physics,Spatial-temporal Consistency - Temporal Dynamics
79,Cogvid,,wxy,./CogVideo/77.mp4,Generate a man drinking up a cup of wine,What causes the water dynamics in a glass?,The flow of water into the glass.,Physics,Physics - Motion
79,Cogvid,,wxy,./CogVideo/77.mp4,Generate a man drinking up a cup of wine,Where did the water enter the glasses from?,From the top of the frame.,Alignment,Spatial-temporal Consistency - Temporal Dynamics
81,Cogvid,,wxy,./CogVideo/79.mp4,refill a glass of tap water,Where is the viewpoint mounted?,On the mechanics in the video.,Alignment,Spatial-temporal Consistency - Camera Dynamics
81,Cogvid,,wxy,./CogVideo/79.mp4,refill a glass of tap water,What is the mechanic doing in this video?,Flying over the ground.,Alignment,Spatial-temporal Consistency - Spatial Dynamics
81,Cogvid,,wxy,./CogVideo/79.mp4,refill a glass of tap water,What action does the rocket perform in this video?,There is no rocket in this video; the machine shown does not resemble a rocket.,Alignment,Alignment - Entity Recognition and Classification
81,Cogvid,,wxy,./CogVideo/79.mp4,refill a glass of tap water,What direction is the mechanic moving?,Parallel to the ground.,Physics,Physics - Motion
81,Cogvid,,wxy,./CogVideo/79.mp4,refill a glass of tap water,What is the direction of movement of the rocket in the video?,There is no rocket in the video; the machine shown does not resemble a rocket.,Alignment,Alignment - Entity Recognition and Classification
81,Cogvid,,wxy,./CogVideo/79.mp4,refill a glass of tap water,What is the direction of the rocket's movement during launch?,"There is no rocket in the video, and the machine shown does not resemble a rocket.",Alignment,Spatial-temporal Consistency - Temporal Dynamics
57,Lavie,,wxy,./Lavie/55.mp4,A man is standing on top of a table then he tries to jump down to the floor.,How many rockets are inside the launch area?,One.,Alignment,Alignment - Entity Counting
57,Lavie,,wxy,./Lavie/55.mp4,A man is standing on top of a table then he tries to jump down to the floor.,Does the rocket's appearance remain consistent throughout the timeline?,"No, it changes over time, with some abnormal frames indicating inconsistent performance.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
57,Lavie,,wxy,./Lavie/55.mp4,A man is standing on top of a table then he tries to jump down to the floor.,What is the rocket's position in the frame?,It is in the middle for most of the time but moves away in some frames.,Spatial-temporal consistency,Spatial-temporal Consistency - Spatial Dynamics
57,Lavie,,wxy,./Lavie/55.mp4,A man is standing on top of a table then he tries to jump down to the floor.,Is there a launching clamp visible inside?,"Yes, there are some launching clamps visible in the video.",Alignment,Alignment - Entity Recognition and Classification
57,Lavie,,wxy,./Lavie/55.mp4,A man is standing on top of a table then he tries to jump down to the floor.,What is the primary color of the rocket?,"White, with occasional red and white flashes visible in the video.",Alignment,Alignment - Entity Properties
57,Lavie,,wxy,./Lavie/55.mp4,A man is standing on top of a table then he tries to jump down to the floor.,Is the rocket launch area flat?,"No, there is a depression in the area as the launch proceeds.",Physics,Common Sense - Knowledge
62,Lavie,,wxy,./Lavie/60.mp4,Generate the process that a bullet is shot into a watermelon,Does the video have multiple scenes?,"Yes, there are obvious transitions across scenes.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
62,Lavie,,wxy,./Lavie/60.mp4,Generate the process that a bullet is shot into a watermelon,What is the main topic of the video?,"The video primarily discusses balls, but it involves multiple balls and lacks specific details.",Alignment,Alignment - Entity Recognition and Classification
62,Lavie,,wxy,./Lavie/60.mp4,Generate the process that a bullet is shot into a watermelon,What action is the ball performing?,Cannot determine without more information.,Alignment,Spatial-temporal Consistency - Temporal Dynamics
62,Lavie,,wxy,./Lavie/60.mp4,Generate the process that a bullet is shot into a watermelon,Are there any balloons visible in the video?,"Yes, there are at least two balloons.",Alignment,Alignment - Entity Recognition and Classification
62,Lavie,,wxy,./Lavie/60.mp4,Generate the process that a bullet is shot into a watermelon,Are there items other than balls inside?,"Yes, including baskets, towers, buildings, etc.",Alignment,Alignment - Entity Recognition and Classification
62,Lavie,,wxy,./Lavie/60.mp4,Generate the process that a bullet is shot into a watermelon,How many identical balls are there?,More than five,Alignment,Alignment - Entity Counting
64,Lavie,,wxy,./Lavie/62.mp4,Generate the free fall process of an iron ball from a tower,Is the sun visible in this video?,"No, there is no object resembling the sun.",Alignment,Alignment - Entity Recognition and Classification
64,Lavie,,wxy,./Lavie/62.mp4,Generate the free fall process of an iron ball from a tower,Is the Earth visible in this video?,"No, there is no object resembling Earth in the video.",Alignment,Alignment - Entity Recognition and Classification
64,Lavie,,wxy,./Lavie/62.mp4,Generate the free fall process of an iron ball from a tower,Is the moon visible in this video?,"The object resembles a moon or planet, but it does not appear to be Earth's moon.",Alignment,Alignment - Entity Recognition and Classification
64,Lavie,,wxy,./Lavie/62.mp4,Generate the free fall process of an iron ball from a tower,What is the motion of the object inside?,"Self-revolving, but it changes the revolving direction in the video.",Physics,Spatial-temporal Consistency - Temporal Dynamics
64,Lavie,,wxy,./Lavie/62.mp4,Generate the free fall process of an iron ball from a tower,Are there any stars visible in the background?,"No, the background is purely black.",Alignment,Alignment - Entity Properties
64,Lavie,,wxy,./Lavie/62.mp4,Generate the free fall process of an iron ball from a tower,Does the sphere's direction of revolution remain constant?,"No, it changes direction once in the video.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
64,Lavie,,wxy,./Lavie/62.mp4,Generate the free fall process of an iron ball from a tower,Is the planet's surface static?,"No, it changes over time, as indicated by surface dynamics.",Physics,Spatial-temporal Consistency - Temporal Dynamics
66,Lavie,,wxy,./Lavie/64.mp4,Generate the video showing the Earth is revolving around the Sun,Is the sun visible in this video?,"No, there is no object resembling the sun in the video.",Alignment,Alignment - Entity Recognition and Classification
66,Lavie,,wxy,./Lavie/64.mp4,Generate the video showing the Earth is revolving around the Sun,Is the Earth visible in this video?,"No, there is no object resembling Earth in the video.",Alignment,Alignment - Entity Recognition and Classification
66,Lavie,,wxy,./Lavie/64.mp4,Generate the video showing the Earth is revolving around the Sun,Is the moon visible in this video?,"The object resembles a moon or planet, but it does not appear to be Earth's moon.",Alignment,Alignment - Entity Recognition and Classification
66,Lavie,,wxy,./Lavie/64.mp4,Generate the video showing the Earth is revolving around the Sun,Are there any stars visible in the background?,"No, the background is completely black.",Alignment,Alignment - Entity Properties
66,Lavie,,wxy,./Lavie/64.mp4,Generate the video showing the Earth is revolving around the Sun,What is the motion of the object inside?,It revolves in the same direction as shown in the video.,Physics,Spatial-temporal Consistency - Spatial Dynamics
66,Lavie,,wxy,./Lavie/64.mp4,Generate the video showing the Earth is revolving around the Sun,Is the surface feature of the planet changing over time?,"Yes, the white stripes and other patterns on the planet's surface keeps changing over time.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
66,Lavie,,wxy,./Lavie/64.mp4,Generate the video showing the Earth is revolving around the Sun,Are there any visible craters on the surface?,"No, there are no visible craters.",Alignment,Alignment - Entity Properties
66,Lavie,,wxy,./Lavie/64.mp4,Generate the video showing the Earth is revolving around the Sun,What is the shape of Earth?,"Ellipsoid, slightly irregular.",Physics,Alignment - Entity Properties
66,Lavie,,wxy,./Lavie/64.mp4,Generate the video showing the Earth is revolving around the Sun,What is the general shape of planets?,"Ellipsoid, which is slightly flattened at the poles.",Physics,Common Sense - Knowledge
71,Lavie,,wxy,./Lavie/69.mp4,"Generate the video showing a robot collides with a obstacle, top-down view",How many birds are visible in the video?,Many.,Alignment,Alignment - Entity Counting
71,Lavie,,wxy,./Lavie/69.mp4,"Generate the video showing a robot collides with a obstacle, top-down view",What is the seagull doing?,Flying around.,Alignment,Spatial-temporal Consistency - Spatial Dynamics
71,Lavie,,wxy,./Lavie/69.mp4,"Generate the video showing a robot collides with a obstacle, top-down view",Are there any abnormalities present?,"Yes, there are abnormal frames inserted that feature different lighthouse layouts, weather conditions, etc., disrupting the overall consistency.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
71,Lavie,,wxy,./Lavie/69.mp4,"Generate the video showing a robot collides with a obstacle, top-down view",What does the lighthouse in the video look like?,"It is red and white with a red top, though there are variations including all-red lighthouses and those with black tops.",Alignment,Alignment - Entity Properties
71,Lavie,,wxy,./Lavie/69.mp4,"Generate the video showing a robot collides with a obstacle, top-down view",How many identical lighthouses appear in the video?,"Multiple, due to the insertion of abnormal frames.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
71,Lavie,,wxy,./Lavie/69.mp4,"Generate the video showing a robot collides with a obstacle, top-down view",Does the video contain any grassland scenes?,"Yes, within the abnormally inserted frames.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
72,Lavie,,wxy,./Lavie/70.mp4,Dew drops on leaves in the morning,Who is driving the car?,Unrecognizable.,Alignment,Alignment - Entity Recognition and Classification
72,Lavie,,wxy,./Lavie/70.mp4,Dew drops on leaves in the morning,Is there an alligator inside?,"Yes, there are one or more alligators inside.",Alignment,Alignment - Entity Recognition and Classification
72,Lavie,,wxy,./Lavie/70.mp4,Dew drops on leaves in the morning,Are there any abnormalities present?,"Yes, there are some abnormal frames inserted inside with both human, alligators, etc, breaking the overall consistency.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
72,Lavie,,wxy,./Lavie/70.mp4,Dew drops on leaves in the morning,"What is the primary color of the car, and are there any other colors present?","The primary color is blue, with some green flashes as well.",Alignment,Alignment - Entity Properties
72,Lavie,,wxy,./Lavie/70.mp4,Dew drops on leaves in the morning,How many animals are in each frame of the video?,"Most frames contain one animal, but some have two.",Alignment,Alignment - Entity Counting
72,Lavie,,wxy,./Lavie/70.mp4,Dew drops on leaves in the morning,What is the driving scenario like?,It involves driving across the trees with occasional seashore views.,Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
73,Lavie,,wxy,./Lavie/71.mp4,Generate a lighthouse and a flying seagull in the sky,Is the cat looking outside?,"No, it's looking inside.",Alignment,Alignment - Entity Recognition and Classification
73,Lavie,,wxy,./Lavie/71.mp4,Generate a lighthouse and a flying seagull in the sky,Does the cat always look inside?,"No, it looks outside in several frames.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
73,Lavie,,wxy,./Lavie/71.mp4,Generate a lighthouse and a flying seagull in the sky,Is there a house visible outside?,"Yes, it appears in some frames.",Alignment,Spatial-temporal Consistency - Temporal Dynamics
73,Lavie,,wxy,./Lavie/71.mp4,Generate a lighthouse and a flying seagull in the sky,Is the cat stationary?,"Yes, but its body appears dynamic, suggesting inconsistencies.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
73,Lavie,,wxy,./Lavie/71.mp4,Generate a lighthouse and a flying seagull in the sky,Is the outdoor plant static?,"Yes, though it appears dynamic, suggesting inconsistencies.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
73,Lavie,,wxy,./Lavie/71.mp4,Generate a lighthouse and a flying seagull in the sky,Is there a dog present?,"No, there is no dog in the video.",Alignment,Alignment - Entity Recognition and Classification
74,Lavie,,wxy,./Lavie/72.mp4,Generate an alligator driving a car,How many people appear in the video?,"Multiple, as the house ride keeps changing.",Alignment,Alignment - Entity Counting
74,Lavie,,wxy,./Lavie/72.mp4,Generate an alligator driving a car,How many people are typically shown in the video frame?,"Usually one, but some frames show two.",Alignment,Alignment - Entity Counting
74,Lavie,,wxy,./Lavie/72.mp4,Generate an alligator driving a car,How many houses are visible in the video frame?,"Mostly one, but some frames show two.",Alignment,Alignment - Entity Counting
74,Lavie,,wxy,./Lavie/72.mp4,Generate an alligator driving a car,What inconsistencies are present in the video?,"The number of humans and horses fluctuates, a horse splits into two and then one disappears, showing a lack of temporal consistency.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
74,Lavie,,wxy,./Lavie/72.mp4,Generate an alligator driving a car,Can you clearly recognize human faces inside?,"No, the human faces are too ambiguous to be clearly recognized.",Alignment,Alignment - Entity Recognition and Classification
74,Lavie,,wxy,./Lavie/72.mp4,Generate an alligator driving a car,What describes the dynamics of the camera?,"The frames change over time, indicating shifts in viewpoints or inconsistencies in the video.",Spatial-temporal consistency,Spatial-temporal Consistency - Camera Dynamics
76,Lavie,,wxy,./Lavie/74.mp4,a man and a woman riding a horse,What is the person doing?,"They appear to be drinking coffee and chewing, based on their facial movements.",Alignment,Spatial-temporal Consistency - Temporal Dynamics
76,Lavie,,wxy,./Lavie/74.mp4,a man and a woman riding a horse,How many times does a person lift the cup?,"Multiple times, more than once.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
76,Lavie,,wxy,./Lavie/74.mp4,a man and a woman riding a horse,Does the shape of the coffee cup remain consistent over time?,"No, it changes from a half-sphere-like shape to a more cylinder-like shape.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
76,Lavie,,wxy,./Lavie/74.mp4,a man and a woman riding a horse,What is the behavior of the cup when held by a human hand?,It jumps over many positions without smooth transitions between states.,Physics,Spatial-temporal Consistency - Spatial Dynamics
76,Lavie,,wxy,./Lavie/74.mp4,a man and a woman riding a horse,What is abnormal in the video?,"The cup jumps over multiple positions when held by a hand, without any smooth transitions.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
76,Lavie,,wxy,./Lavie/74.mp4,a man and a woman riding a horse,Does the cup disappear at any point in the video?,"Yes, it disappears for a while in the middle part of the video.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
81,Lavie,,wxy,./Lavie/79.mp4,refill a glass of tap water,How many rockets are featured in the video?,Only one.,Alignment,Alignment - Entity Counting
81,Lavie,,wxy,./Lavie/79.mp4,refill a glass of tap water,What do the flame and smoke at the rocket's base indicate?,"They vary over time, suggesting instability in the rocket's engine or inconsistencies in the video.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
81,Lavie,,wxy,./Lavie/79.mp4,refill a glass of tap water,What is the rocket doing?,The rocket is launching and ascending.,Alignment,Physics - Motion
81,Lavie,,wxy,./Lavie/79.mp4,refill a glass of tap water,Is the rocket in this video moving upwards?,"Yes, the rocket is moving upwards.",Alignment,Spatial-temporal Consistency - Spatial Dynamics
81,Lavie,,wxy,./Lavie/79.mp4,refill a glass of tap water,Is the viewing point moving?,"Yes, it is following the rocket.",Spatial-temporal consistency,Spatial-temporal Consistency - Camera Dynamics
81,Lavie,,wxy,./Lavie/79.mp4,refill a glass of tap water,Where is the viewpoint mounted?,On the side of the rocket,Alignment,Spatial-temporal Consistency - Camera Dynamics
84,Veo2,,lzx,./Veo2/1QZQ3udaAxUF3FhCr6eEWmCoGf0Rd-OAr.mp4,"a rocket launching process, using the view point mounted on the top of the rocket",What are the two entities shown in the video?,A rocket and planet Earth.,Alignment,Alignment - Entity Recognition and Classification
84,Veo2,,lzx,./Veo2/1QZQ3udaAxUF3FhCr6eEWmCoGf0Rd-OAr.mp4,"a rocket launching process, using the view point mounted on the top of the rocket",Does the video depict a rocket launch?,"No, it shows a rocket moving in space, propelled by fire.",Alignment,Spatial-temporal Consistency - Temporal Dynamics
84,Veo2,,lzx,./Veo2/1QZQ3udaAxUF3FhCr6eEWmCoGf0Rd-OAr.mp4,"a rocket launching process, using the view point mounted on the top of the rocket","Did the rocket booster detach before the fire started, or was it caused by the fire?","The booster remains attached to the rocket head, and although there is fire propelling the rocket forward, the booster does not detach due to the fire as seen in the video.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
84,Veo2,,lzx,./Veo2/1QZQ3udaAxUF3FhCr6eEWmCoGf0Rd-OAr.mp4,"a rocket launching process, using the view point mounted on the top of the rocket",Does the rocket booster detach normally or disappear suddenly in the video?,The rocket booster disappears abnormally in the video.,Physics,Spatial-temporal Consistency - Temporal Dynamics
84,Veo2,,lzx,./Veo2/1QZQ3udaAxUF3FhCr6eEWmCoGf0Rd-OAr.mp4,"a rocket launching process, using the view point mounted on the top of the rocket","Is the fire in the video originating from the rocket head and propelling the booster, or is it igniting between the rocket head and the booster before detachment?",The fire is igniting between the rocket head and the booster before the booster detaches.,Physics,Spatial-temporal Consistency - Temporal Dynamics
84,Veo2,,lzx,./Veo2/1QZQ3udaAxUF3FhCr6eEWmCoGf0Rd-OAr.mp4,"a rocket launching process, using the view point mounted on the top of the rocket",Is the rocket head moving towards or away from the Earth?,The rocket head is pointing towards and moving towards the Earth.,Physics,Spatial-temporal Consistency - Spatial Dynamics
84,Sora,,lzx,./Sora/1SLrSQxy1xUdDvDTn5EXq2T34NaLB12_K.mp4,"a rocket launching process, using the view point mounted on the top of the rocket",Does the video depict a rocket launch?,"No, it shows a rocket moving in space, propelled by fire.",Alignment,Spatial-temporal Consistency - Temporal Dynamics
84,Sora,,lzx,./Sora/1SLrSQxy1xUdDvDTn5EXq2T34NaLB12_K.mp4,"a rocket launching process, using the view point mounted on the top of the rocket",Does the rocket mount detach from the rocket head after ignition?,"No, the rocket mount does not detach from the rocket head after ignition.",Physics,Spatial-temporal Consistency - Temporal Dynamics
84,Sora,,lzx,./Sora/1SLrSQxy1xUdDvDTn5EXq2T34NaLB12_K.mp4,"a rocket launching process, using the view point mounted on the top of the rocket",Does the rocket head detach from the mount after ignition?,"No, the rocket head remains attached to the mount after ignition.",Physics,Spatial-temporal Consistency - Temporal Dynamics
84,Sora,,lzx,./Sora/1SLrSQxy1xUdDvDTn5EXq2T34NaLB12_K.mp4,"a rocket launching process, using the view point mounted on the top of the rocket",Is the rocket head moving towards or away from the Earth?,The rocket head is pointing towards and moving towards the Earth.,Physics,Spatial-temporal Consistency - Temporal Dynamics
84,Sora,,lzx,./Sora/1SLrSQxy1xUdDvDTn5EXq2T34NaLB12_K.mp4,"a rocket launching process, using the view point mounted on the top of the rocket","Does the Earth's curvature in the video appear round and consistent with its spherical shape, or are there visible abnormalities?","The Earth's shape appears inconsistent in the video. Initially, it bulges outward unnaturally, but becomes spherical after a camera angle rotation.",Physics,Spatial-temporal Consistency - Camera Dynamics
84,Cogvid,,lzx,./CogVideo/82.mp4,"a rocket launching process, using the view point mounted on the top of the rocket",Does the rocket detach from the launch pad immediately after ignition?,"No, the rocket remains attached to the launcher after ignition.",Physics,Spatial-temporal Consistency - Temporal Dynamics
84,Cogvid,,lzx,./CogVideo/82.mp4,"a rocket launching process, using the view point mounted on the top of the rocket",Is the white smoke caused by the rocket?,"No, the white smoke is not caused by the rocket as it is on the left and not near the ignition point.",Physics,Spatial-temporal Consistency - Spatial Dynamics
84,Cogvid,,lzx,./CogVideo/82.mp4,"a rocket launching process, using the view point mounted on the top of the rocket","In the first half of the video, is the rocket moving forward or upward?",The rocket is moving forward.,Spatial-temporal consistency,Spatial-temporal Consistency - Spatial Dynamics
84,Cogvid,,lzx,./CogVideo/82.mp4,"a rocket launching process, using the view point mounted on the top of the rocket",Is the white smoke on the left of the video caused by the rocket?,"No, the white smoke is visible before the rocket reaches that area.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
86,Runawaygen2,,lzx,./Runawaygen2/1V4z3BAA-CEo8E02vlcGxPbcKISIJsD0K.mp4,A Spinning ball,Is the ball moving or spinning in the video?,"No, the ball is neither moving nor spinning in the video.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
86,Runawaygen2,,lzx,./Runawaygen2/1V4z3BAA-CEo8E02vlcGxPbcKISIJsD0K.mp4,A Spinning ball,Does the ball become blurrier as the video progresses?,"Yes, the ball appears increasingly blurry throughout the video.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
86,Runawaygen2,,lzx,./Runawaygen2/1V4z3BAA-CEo8E02vlcGxPbcKISIJsD0K.mp4,A Spinning ball,Is the ball stretching in the video?,"Yes, the ball is stretching horizontally in the video.",Physics,Physics - Motion
86,Runawaygen2,,lzx,./Runawaygen2/1V4z3BAA-CEo8E02vlcGxPbcKISIJsD0K.mp4,A Spinning ball,Does the ball change shape during the video?,"Yes, the ball stretches horizontally in the video.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
86,Veo2,,lzx,./Veo2/1Z-fjP6MtJGljCxLRXy3Lr2yph7OZbhdU.mp4,A Spinning ball,Is the basketball in the video spinning or stationary?,It is spinning.,Alignment,Spatial-temporal Consistency - Temporal Dynamics
86,Veo2,,lzx,./Veo2/1Z-fjP6MtJGljCxLRXy3Lr2yph7OZbhdU.mp4,A Spinning ball,In which directions does the basketball move while spinning in the video?,The basketball moves from right to left and then from left to right while spinning.,Spatial-temporal consistency,Spatial-temporal Consistency - Spatial Dynamics
86,Sora,,lzx,./Sora/18AycQraKwb584uD8whSWqraoDV2U86T7.mp4,A Spinning ball,Does the rotating colorful ball remain stationary?,"The colorful ball rotates but remains stationary, defying the laws of physics.",Physics,Physics - Motion
86,pixverse,,lzx,./pixverse/1j5O-JsKUfy9a8uim3Ayu3-MXT4ZssrJV.mp4,A Spinning ball,What is the ball doing in the video?,The ball is rotating.,Alignment,Physics - Motion
86,Sora,,lzx,./Sora/18AycQraKwb584uD8whSWqraoDV2U86T7.mp4,A Spinning ball,Is the ball in the video rotating and moving in a specific direction or remaining stationary?,The ball is rotating but remains stationary in one place throughout the video.,Physics,Spatial-temporal Consistency - Spatial Dynamics
86,pixverse,,lzx,./pixverse/1j5O-JsKUfy9a8uim3Ayu3-MXT4ZssrJV.mp4,A Spinning ball,Is there visible wind around the rotating basketball in the video?,"Yes, there is visible wind around the basketball in the video.",Physics,Spatial-temporal Consistency - Temporal Dynamics
86,pixverse,,lzx,./pixverse/1j5O-JsKUfy9a8uim3Ayu3-MXT4ZssrJV.mp4,A Spinning ball,Is there anything visible surrounding the basketball in the video?,"Yes, there is visible wind around the basketball in the video.",Physics,Common Sense - Knowledge
86,pixverse,,lzx,./pixverse/1j5O-JsKUfy9a8uim3Ayu3-MXT4ZssrJV.mp4,A Spinning ball,Does a rotating basketball remain stationary?,"The basketball rotates but remains stationary, defying the laws of physics.",Physics,Physics - Motion
86,pixverse,,lzx,./pixverse/1j5O-JsKUfy9a8uim3Ayu3-MXT4ZssrJV.mp4,A Spinning ball,Is the ball in the video rotating and moving in a specific direction or remaining stationary?,The ball is rotating but remains stationary in one place throughout the video.,Spatial-temporal consistency,Spatial-temporal Consistency - Spatial Dynamics
86,pixverse,,lzx,./pixverse/1j5O-JsKUfy9a8uim3Ayu3-MXT4ZssrJV.mp4,A Spinning ball,What is the ball doing in the video?,The ball is rotating.,Alignment,Physics - Motion
86,pixverse,,lzx,./pixverse/1j5O-JsKUfy9a8uim3Ayu3-MXT4ZssrJV.mp4,A Spinning ball,Is the wind from the basketball's rotation visible in the video?,"Yes, the wind is visible.",Physics,Physics - Motion
86,Kling,,lzx,./Kling/17bDW4ZDtcaIZ_pfvHugn1imDyb7Yk5_k.mp4,A Spinning ball,Is the ball in the video transparent?,"Yes, it is clear and transparent.",Alignment,Alignment - Entity Properties
86,Kling,,lzx,./Kling/17bDW4ZDtcaIZ_pfvHugn1imDyb7Yk5_k.mp4,A Spinning ball,Is the ball rotating on a surface or by itself in mid air?,The ball is rotating in mid air by itself.,Physics,Physics - Conservation
86,Kling,,lzx,./Kling/17bDW4ZDtcaIZ_pfvHugn1imDyb7Yk5_k.mp4,A Spinning ball,What is the ball doing in the video?,The ball is rotating.,Alignment,Physics - Motion
